Time;FailureMean;FailureMean+Sqrt(Var);AnalyticalMean;AnalyticalMean+sqrt(Var);;;Parameters:;
;4371,16;4419,4;4413,41;4463,06;;;;
;4371,17;4419,43;4413,41;4463,06;;;;
;4371,18;4419,43;4413,41;4463,06;;;;
;4371,18;4419,43;4413,41;4463,06;;;;
;4371,18;4419,43;4413,41;4463,06;;;;
;4371,18;4419,43;4413,41;4463,06;;;;
;4371,19;4419,47;4413,41;4463,06;;;;
;4371,19;4419,47;4413,41;4463,06;;;;
;4371,2;4419,5;4413,41;4463,06;;;;
;4371,2;4419,5;4413,41;4463,06;;;;
;4371,2;4419,5;4413,41;4463,06;;;;
;4371,21;4419,51;4413,41;4463,06;;;;
;4371,21;4419,51;4413,41;4463,06;;;;
;4371,21;4419,51;4413,41;4463,06;;;;
;4371,22;4419,54;4413,41;4463,06;;;;
;4371,22;4419,54;4413,41;4463,06;;;;
;4371,22;4419,54;4413,41;4463,06;;;;
;4371,22;4419,54;4413,41;4463,06;;;;
;4371,22;4419,54;4413,41;4463,06;;;;
;4371,23;4419,56;4413,41;4463,06;;;;
;4371,24;4419,58;4413,41;4463,06;;;;
;4371,24;4419,58;4413,41;4463,06;;;;
;4371,24;4419,58;4413,41;4463,06;;;;
;4371,25;4419,59;4413,41;4463,06;;;;
;4371,25;4419,59;4413,41;4463,06;;;;
;4371,25;4419,59;4413,41;4463,06;;;;
;4371,27;4419,62;4413,41;4463,06;;;;
;4371,28;4419,63;4413,41;4463,06;;;;
;4371,28;4419,63;4413,41;4463,06;;;;
;4371,28;4419,63;4413,41;4463,06;;;;
;4371,28;4419,63;4413,41;4463,06;;;;
;4371,29;4419,62;4413,41;4463,06;;;;
;4371,29;4419,62;4413,41;4463,06;;;;
;4371,29;4419,62;4413,41;4463,06;;;;
;4371,29;4419,62;4413,41;4463,06;;;;
;4371,29;4419,62;4413,41;4463,06;;;;
;4371,29;4419,62;4413,41;4463,06;;;;
;4371,3;4419,66;4413,41;4463,06;;;;
;4371,3;4419,66;4413,41;4463,06;;;;
;4371,3;4419,66;4413,41;4463,06;;;;
;4371,3;4419,66;4413,41;4463,06;;;;
;4371,3;4419,66;4413,41;4463,06;;;;
;4371,31;4419,68;4413,41;4463,06;;;;
;4371,31;4419,68;4413,41;4463,06;;;;
;4371,31;4419,68;4413,41;4463,06;;;;
;4371,31;4419,68;4413,41;4463,06;;;;
;4371,31;4419,68;4413,41;4463,06;;;;
;4371,31;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,32;4419,68;4413,41;4463,06;;;;
;4371,33;4419,7;4413,41;4463,06;;;;
;4371,33;4419,7;4413,41;4463,06;;;;
;4371,33;4419,7;4413,41;4463,06;;;;
;4371,33;4419,7;4413,41;4463,06;;;;
;4371,34;4419,71;4413,41;4463,06;;;;
;4371,34;4419,71;4413,41;4463,06;;;;
;4371,34;4419,71;4413,41;4463,06;;;;
;4371,34;4419,71;4413,41;4463,06;;;;
;4371,36;4419,72;4413,41;4463,06;;;;
;4371,36;4419,72;4413,41;4463,06;;;;
;4371,36;4419,72;4413,41;4463,06;;;;
;4371,36;4419,72;4413,41;4463,06;;;;
;4371,37;4419,72;4413,41;4463,06;;;;
;4371,37;4419,72;4413,41;4463,06;;;;
;4371,37;4419,72;4413,41;4463,06;;;;
;4371,37;4419,72;4413,41;4463,06;;;;
;4371,37;4419,72;4413,41;4463,06;;;;
;4371,37;4419,72;4413,41;4463,06;;;;
;4371,37;4419,72;4413,41;4463,06;;;;
;4371,37;4419,72;4413,41;4463,06;;;;
;4371,37;4419,72;4413,41;4463,06;;;;
;4371,37;4419,72;4413,41;4463,06;;;;
;4371,38;4419,76;4413,41;4463,06;;;;
;4371,38;4419,76;4413,41;4463,06;;;;
;4371,38;4419,76;4413,41;4463,06;;;;
;4371,38;4419,76;4413,41;4463,06;;;;
;4371,38;4419,76;4413,41;4463,06;;;;
;4371,39;4419,75;4413,41;4463,06;;;;
;4371,39;4419,75;4413,41;4463,06;;;;
;4371,39;4419,75;4413,41;4463,06;;;;
;4371,39;4419,75;4413,41;4463,06;;;;
;4371,39;4419,75;4413,41;4463,06;;;;
;4371,39;4419,75;4413,41;4463,06;;;;
;4371,4;4419,77;4413,41;4463,06;;;;
;4371,4;4419,77;4413,41;4463,06;;;;
;4371,4;4419,77;4413,41;4463,06;;;;
;4371,41;4419,76;4413,41;4463,06;;;;
;4371,41;4419,76;4413,41;4463,06;;;;
;4371,42;4419,76;4413,41;4463,06;;;;
;4371,42;4419,76;4413,41;4463,06;;;;
;4371,42;4419,76;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
5;4371,43;4419,78;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
;4371,43;4419,78;4413,41;4463,06;;;;
;4371,45;4419,79;4413,41;4463,06;;;;
;4371,45;4419,79;4413,41;4463,06;;;;
;4371,45;4419,79;4413,41;4463,06;;;;
;4371,46;4419,79;4413,41;4463,06;;;;
;4371,46;4419,79;4413,41;4463,06;;;;
;4371,46;4419,79;4413,41;4463,06;;;;
;4371,46;4419,79;4413,41;4463,06;;;;
;4371,46;4419,79;4413,41;4463,06;;;;
;4371,46;4419,79;4413,41;4463,06;;;;
;4371,47;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,48;4419,79;4413,41;4463,06;;;;
;4371,49;4419,81;4413,41;4463,06;;;;
;4371,5;4419,82;4413,41;4463,06;;;;
;4371,5;4419,82;4413,41;4463,06;;;;
;4371,5;4419,82;4413,41;4463,06;;;;
;4371,5;4419,82;4413,41;4463,06;;;;
;4371,5;4419,82;4413,41;4463,06;;;;
;4371,5;4419,82;4413,41;4463,06;;;;
;4371,51;4419,81;4413,41;4463,06;;;;
;4371,51;4419,81;4413,41;4463,06;;;;
;4371,51;4419,81;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,52;4419,83;4413,41;4463,06;;;;
;4371,53;4419,85;4413,41;4463,06;;;;
;4371,54;4419,86;4413,41;4463,06;;;;
;4371,54;4419,86;4413,41;4463,06;;;;
;4371,54;4419,86;4413,41;4463,06;;;;
;4371,54;4419,86;4413,41;4463,06;;;;
;4371,54;4419,86;4413,41;4463,06;;;;
;4371,54;4419,86;4413,41;4463,06;;;;
;4371,55;4419,88;4413,41;4463,06;;;;
;4371,56;4419,91;4413,41;4463,06;;;;
;4371,56;4419,91;4413,41;4463,06;;;;
;4371,56;4419,91;4413,41;4463,06;;;;
;4371,56;4419,91;4413,41;4463,06;;;;
;4371,56;4419,91;4413,41;4463,06;;;;
;4371,56;4419,91;4413,41;4463,06;;;;
;4371,57;4419,89;4413,41;4463,06;;;;
;4371,58;4419,89;4413,41;4463,06;;;;
;4371,58;4419,89;4413,41;4463,06;;;;
;4371,58;4419,89;4413,41;4463,06;;;;
;4371,58;4419,89;4413,41;4463,06;;;;
;4371,58;4419,89;4413,41;4463,06;;;;
;4371,59;4419,91;4413,41;4463,06;;;;
;4371,6;4419,9;4413,41;4463,06;;;;
;4371,6;4419,9;4413,41;4463,06;;;;
;4371,6;4419,9;4413,41;4463,06;;;;
;4371,6;4419,9;4413,41;4463,06;;;;
;4371,6;4419,9;4413,41;4463,06;;;;
;4371,6;4419,9;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,61;4419,92;4413,41;4463,06;;;;
;4371,63;4419,94;4413,41;4463,06;;;;
;4371,63;4419,94;4413,41;4463,06;;;;
;4371,63;4419,94;4413,41;4463,06;;;;
;4371,63;4419,94;4413,41;4463,06;;;;
;4371,63;4419,94;4413,41;4463,06;;;;
;4371,63;4419,94;4413,41;4463,06;;;;
;4371,64;4419,96;4413,41;4463,06;;;;
;4371,64;4419,96;4413,41;4463,06;;;;
;4371,64;4419,96;4413,41;4463,06;;;;
;4371,64;4419,96;4413,41;4463,06;;;;
;4371,64;4419,96;4413,41;4463,06;;;;
;4371,64;4419,96;4413,41;4463,06;;;;
;4371,64;4419,96;4413,41;4463,06;;;;
;4371,64;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,65;4419,96;4413,41;4463,06;;;;
;4371,66;4419,97;4413,41;4463,06;;;;
;4371,67;4419,98;4413,41;4463,06;;;;
;4371,68;4420;4413,41;4463,06;;;;
;4371,69;4420,01;4413,41;4463,06;;;;
;4371,69;4420,01;4413,41;4463,06;;;;
;4371,69;4420,01;4413,41;4463,06;;;;
;4371,69;4420,01;4413,41;4463,06;;;;
;4371,69;4420,01;4413,41;4463,06;;;;
;4371,69;4420,01;4413,41;4463,06;;;;
;4371,69;4420,01;4413,41;4463,06;;;;
;4371,69;4420,01;4413,41;4463,06;;;;
;4371,69;4420,01;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,7;4420;4413,41;4463,06;;;;
;4371,71;4420;4413,41;4463,06;;;;
;4371,71;4420;4413,41;4463,06;;;;
;4371,71;4420;4413,41;4463,06;;;;
;4371,71;4420;4413,41;4463,06;;;;
;4371,71;4420;4413,41;4463,06;;;;
;4371,71;4420;4413,41;4463,06;;;;
;4371,71;4420;4413,41;4463,06;;;;
;4371,72;4420,02;4413,41;4463,06;;;;
;4371,72;4420,02;4413,41;4463,06;;;;
;4371,72;4420,02;4413,41;4463,06;;;;
;4371,72;4420,02;4413,41;4463,06;;;;
;4371,73;4420,03;4413,41;4463,06;;;;
;4371,73;4420,03;4413,41;4463,06;;;;
;4371,73;4420,03;4413,41;4463,06;;;;
;4371,73;4420,03;4413,41;4463,06;;;;
;4371,74;4420,03;4413,41;4463,06;;;;
;4371,74;4420,03;4413,41;4463,06;;;;
;4371,74;4420,03;4413,41;4463,06;;;;
;4371,74;4420,03;4413,41;4463,06;;;;
;4371,74;4420,03;4413,41;4463,06;;;;
;4371,75;4420,01;4413,41;4463,06;;;;
;4371,75;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
5,5;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,76;4420,01;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,77;4420;4413,41;4463,06;;;;
;4371,78;4420,01;4413,41;4463,06;;;;
;4371,78;4420,01;4413,41;4463,06;;;;
;4371,78;4420,01;4413,41;4463,06;;;;
;4371,78;4420,01;4413,41;4463,06;;;;
;4371,78;4420,01;4413,41;4463,06;;;;
;4371,78;4420,01;4413,41;4463,06;;;;
;4371,78;4420,01;4413,41;4463,06;;;;
;4371,78;4420,01;4413,41;4463,06;;;;
;4371,78;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,79;4420,01;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,8;4420,02;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,81;4420,01;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,82;4420,04;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
6;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,83;4420,03;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,84;4420,04;4413,41;4463,06;;;;
;4371,85;4420,05;4413,41;4463,06;;;;
;4371,85;4420,05;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,86;4420,06;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
